Company Name,Website,Email,Phone,Fax,Address,Employees,Established,Revenue,Facebook,Google+,Twitter,YouTube,Instagram,RSS,Xing,LinkedIn
MEDIPACK AG,www.medipack.ch,info@medipack.ch,+41 526303636,+41 526303637,"Mühlenthalstr. 184 -188, 8200 SCHAFFHAUSEN, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Medi-Globe GmbH,www.medi-globe.de,vertrieb@medi-globe.de,+49 8032-973-0,+49 8032973399,"Medi-Globe-Str. 1-5, 83101 Rohrdorf, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MEDAGENT GmbH,www.medagent.de,info@medagent.de,+49 7463-9954-0,+49 7463-9954-10,"Griesweg 47, 78570 Mühlheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
medizin&technik,"<a href=""http://medizin-und-technik.industrie.de"" target=""_blank"">medizin-und-technik.industrie.de</a>","<a href=""mailto:media.industrie@konradin.de"">media.industrie@konradin.de</a>",+49 711 75940,N/A,"Ernst-Mey-Str. 8, 70771 Leinfelden-Echterdingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MECADAT AG,www.mecadat.de,info@mecadat.de,+49 8761-76200,+49 8761-762090,"Hagenaustr. 5, 85416 Langenbach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MEBA Metall-Bandsägemaschinen GmbH,www.meba-saw.com,info@meba-saw.de,+49 7333-96440,+49 7333/9644-44,"Lindenstr. 6, 72589 Westerheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Measurement Computing GmbH,www.MCCdaq.de,Info@MCCdaq.de,+49 7142-95310,+49 7142953113,"Im Weilerlen 10, 74321 Bietigheim-Bissingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ME MOBIL ELEKTRONIK GmbH,www.mobil-elektronik.com,info@mobil-elektronik.de,+49 7946-91940,+49 79469194130,"Bössingerstr. 33, 74243 Langenbrettach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ME Components GmbH,www.me-components.de,info@me-components.com,+49 2357 60122 0,+49 2357 60122 29,"Bahnhofstr. 11, 58849 Herscheid, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MD Drucklufttechnik GmbH & Co. KG,www.mannesmann-demag.com,info@mannesmann-demag.com,+49 7159-18093-0,+49 7159-18093-100,"Rosine-Starz-Str. 16, 71272 Renningen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MCU GmbH & Co. KG,www.mcu-gmbh.de,info@mcu-gmbh.de,+49 83839221976,+49 8383-9221977,"Am Gehrenbach 8, 88167 Maierhöfen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Menzel Elektromotoren GmbH,www.menzel-motors.com/de,info@menzel-motors.com,+49 30-349922-0,+49 34992216,"Neues Ufer 19-25, 10553 Berlin, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MCD Elektronik GmbH,www.mcd-elektronik.com,info@mcd-elektronik.de,+49 7231-78405-0,+49 7231/4729610,"Hoheneichstr. 52, 75217 Birkenfeld, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
McAfee GmbH,www.mcaffee.com,info@mcafee.com,+49 89-37070,+49 8937071199,"Ohmstr. 1, 85716 Unterschleißheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MC Technologies GmbH,www.mc-technologies.net,info@mc-technologies.net,+49 511-6769990,+49 511/676999-150,"Kabelkamp 2, 30179 Hannover, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mentor Graphics Corporation,www.mentor.com,N/A,+1 800 5922210,N/A,"SW Boeckman Road 8005, 97070 Wilsonville, USA",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBS GmbH,www.mbs-solutions.de,info@mbs-solutions.de,+49 2151-72940,+49 2151729450,"Römerstr. 15, 47809 Krefeld, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
mbo Oßwald GmbH & Co. KG,www.mbo-osswald.de,info@mbo-osswald.de,+49 9345-6700,+49 9345/6255,"Steingasse 13, 97900 Külsheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MB connect line GmbH,www.mbconnectline.de,info@mbconnectline.de,+49 98-51-58-25-29-80,+49 985158252999,"Winnettener Str. 6, 91550 Dinkelsbühl, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mayser GmbH & Co.,www.mayser.de,info@mayser.de,+49 8381-5070,+49 8381507-190,"Bismarckstr. 2, 88161 Lindenberg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mentor Graphics (Israel) Limited,www.mentor.com,info@mentor.com,+972 972-9-955-2636,+972 972-9-955-2627,"Shderot Aba Eban 10, 46120 Herzliya, Israel",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAXXCAMP GmbH,www.maxxcamp.de,mail@maxxcamp.de,+49 7371-1059922,+49 7371-1059922-9,"Hindenburgstr. 10, 88499 Riedlingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maximator GmbH,www.maximator.de,info@maximator.de,+49 3631-95330,+49 3631/ 9533-5010,"Lange Str. 6, 99734 Nordhausen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MaxxVision GmbH,www.maxxvision.com,info@maxxvision.com,+49 71199799645,+49 711-997996-50,"Sigmaringer Str. 121, 70567 Stuttgart, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maxfeld,www.maxfeld.com,info@maxfeld.com,+49 911935130,+49 9101 90 180-30,"Im Kessel 1, 90579 Langenzenn, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
maxon motor GmbH,"<a href=""http://www.maxongroup.de"" target=""_blank"">www.maxongroup.de</a>","<a href=""mailto:info.de@maxongroup.com"">info.de@maxongroup.com</a>",+49 89-420493-0,+49 89-42049340,"Truderinger Str. 210, 81825 München, Deutschland",3.000 Mitarbeiter weltweit,1961 gegründet,N/A,https://www.facebook.com/maxonmotorhq/,N/A,https://twitter.com/maxonglobal,https://www.youtube.com/maxonmotor,https://www.instagram.com/maxongermany/,N/A,N/A,https://www.linkedin.com/company/maxon/
mav Innovationsforum GOES DIGITAL,"<a href=""https://mav.industrie.de/mav-innovationsforum/"" target=""_blank"">https://mav.industrie.de/mav-innovationsforum/</a>","<a href=""mailto:media.industrie.de"">media.industrie.de</a>",+49 7117594-552,N/A,"Konradin-Verlag Robert Kohlhammer GmbH, Ernst-Mey-Str. 8, 70771 Leinfelden-Echterdingen",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
mav Innovation in der spanenden Fertigung,"<a href=""http://mav-online.de"" target=""_blank"">mav-online.de</a>","<a href=""mailto:media.industrie@konradin.de"">media.industrie@konradin.de</a>",0711 7594-0,N/A,"Ernst-Mey-Str. 8, 707701 Leinfelden",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAW Werkzeugmaschinen GmbH,www.maw-gmbh.de,vertrieb@maw-gmbh.de,+49 7031-73760,+49 7031-,"Industriestr. 6, 71069 Sindelfingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maurer Magnetic AG,www.maurermagnetic.ch,info@maurermagnetic.ch,+41 449366030,+41 449366048,"Industriestr. 8, 8627 Grüningen, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mensch und Maschine,www.mum.de,info@mum.de,+49 8153-9330,+49 8153-933-100,"Argelsrieder Feld 5, 82234 Weßling, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Memmert GmbH & Co. KG,www.memmert.com,sales@memmert.com,+49 9122-9250,+49 912214585,"Äußere Rittersbacher Str. 38, 91126 Schwabach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maus GmbH,www.maus-gmbh.de,info@maus-gmbh.de,+49 721-948740,+49 7219487444,"Am Viehweg 9, 76229 Karlsruhe, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mauell GmbH,www.mauell.com,info@mauell.com,+49 2053-13 0,+49 2053-13 505,"Am Rosenhügel 1- 7, 42553 Velbert, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Matthies Druckguss GmbH & Co. KG,www.druckgiesser.com,info@druckgiesser.com,+49 4331-71821,+49 433177779,"Bredstedter Str. 29-31, 24768 Rendsburg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Matthes-Maschinen GmbH,www.matthes-maschinen.de,info@matthes-maschinen.de,+49 2104-233700,+49 2104-,"Bollenhöhe 5, 40822 Mettmann, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MatriX Technologies GmbH,www.nordsonmatrix.com,info@nordsonmatrix.com,+49 8918941400,+49 89 2000338400,"Kapellenstr. 12, 85622 Feldkirchen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Materialise GmbH,www.materialise.de,software@materialise.de,+49 8105-778590,N/A,"Friedrichshafener Str. 3, 82205 Gilching, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Masterflex SE,www.masterflex.de,info@masterflex.com,+49 2 09 / 97 077-0,+49 2 09 / 97 077-33,"Willy-Brandt-Allee 300-306, 45891 Gelsenkirchen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MATRIX VISION GmbH,www.matrix-vision.de,info@matrix-vision.de,+49 7191-9432-0,+49 7191-9432-288,"Talstr. 16, 71570 Oppenweiler, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maschinenfabrik Reinhausen GmbH,www.reinhausen.com,info@reinhausen.com,+49 941-4090-0,+49 941-4090-637,"Falkensteinstr. 8, 93059 Regensburg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maschinenfabrik Möllers GmbH,www.moellers.com,info@moellers.de,+49 2521-88 0,+49 2521 88100,"Sudhoferweg 93-97, 59269 Beckum, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Materialise NV,www.materialise.com,N/A,+32 16-396611,+32 16396600,"Technologielaan 15, 3001 Leuven, Belgien",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maschinenfabrik Herkules GmbH,herkules-group.com,info@herkules-group.com,+49 271-6906126,+49 271-6906188,"Eisenhüttenstr. 21, 57074 Siegen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maschinenfabrik Gustav,www.eirich.de,eirich@eirich.de,+49 62835100,+49 628351604,"Walldürner Str. 50, 74736 Hardheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maschinenfabrik,www.plarad.de,info@plarad.de,+49 2245-620,+49 2245 62-66,"Birrenbachshöhe 17, 53804 Much, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maschinenbau Kitz GmbH,www.mk-group.com,info@mk-group.com,+49 228 45980,+49 228 453145,"Amperestr. 18, 53844 Troisdorf, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maschinenbau Hellwig GmbH,hellwig-gmbh.de,info@hellwig-gmbh.de,+49 2339-91880,+49 233991889899,"Üllendahl 15, 45549 Sprockhövel, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maschinenfabrik,www.gratomat.de,info@gratomat-rausch.de,+49 2129-94210,+49 2129942150,"Alleestr. 46, 42781 Haan, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAS GmbH,www.mas-tools.de,zentrale@mas-tools.de,+49 7152-60650,+49 7152606565,"Glemseckstr. 69, 71229 Leonberg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Märzhäuser Wetzlar GmbH & Co. KG,www.marzhauser.com,info@marzhauser.de,+49 6441-91160,+49 6641911640,"In der Murch 15, 35579 Wetzlar, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maschinenfabrik Berthold Hermle AG,www.hermle.de,info@hermle.de,+49 7426-95-0,+49 7426-95-6109,"Industriestr. 8-12, 78559 Gosheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MARTOR KG,www.martor.de,info@martor.de,+49 212-73870-0,+49 2127387090,"Lindgesfeld 28, 42653 Solingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Martin Mantz GmbH,www.auditconsult.de,info@martin-mantz.de,+49 6022-20827-0,N/A,"Grundtalring 37, 63868 Großwallstadt, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Martin Beschle,www.beschle-gmbh.de,info@beschle-gmbh.de,+49 7774 1354,+49 7774 8105,"Im Hirtenstall 14, 78267 Aach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marquardt GmbH,www.marquardt.com,marquardt@marquardt.de,+49 7424-990,+49 7424992399,"Schloßstr. 16, 78604 Rietheim-Weilheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Markus Klotz GmbH,www.fa-klotz.de,info@fa-klotz.de,+49 7052-92336,+49 705292338,"Theodor-Heuss-Str. 23, 75378 Bad Liebenzell, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Markus Junginger,www.junginger-markierungen.de,info@junginger-markierungen.de,+49 7325 1808098,N/A,"Lerchenstr. 7, 89168 Niederstotzingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MARECHAL GmbH,www.marechal.com,info@marechal.com,+49 7852-9196-0,+49 7852919619,"Im Lossenfeld 8, 77731 Willstätt, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marchesini Group S.p.a.,www.marchesini.com,press.office@marchesini.com,+39 51 6518711,+39 51 6516457,"Via Nazionale 100, 40065 Pianoro, Italien",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
March Pumpen GmbH,www.marchpumpen.de,info@march-pumpen.com,+49 641/686806-0,+49 641/686806-60,"Rathenaustr. 2, 35394 Gießen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maquet GmbH & Co.KG,www.maquet.de,info.zentrale@maquet.de,+49 7222-9320,+49 618135624,"Kehler Str. 31, 76437 Rastatt, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MATEC GmbH,www.matec.de,info@matec.de,+49 7024-98385-0,+49 70249838530,"Wilhelm-Maier-Str. 3, 73257 Köngen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAPLAN GmbH,www.maplan.at,office@maplan.at,+43 2252790909,+43 2252790909101,"Maplan-Str. 1, 2542 Kottingbrunn, Österreich",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Manz AG,www.manz.com,info@manz.com,+49 7121-90000,+49 7121900099,"Steigäckerstr. 5, 72768 Reutlingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Manner Sensortelemetrie GmbH,http://www.sensortelemetrie.de,info@sensortelemetrie.de,+49 7424-93290,+49 7424932929,"Eschenwasen 20, 78549 Spaichingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maske Fleet GmbH,www.maske.de,info@maske.de,+49 40881660,+49 4286 - 7703 - 310,"An der Autobahn 12-16, 27404 Gyhum, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAPAL Fabrik für,www.mapal.de,info@mapal.com,+49 73 61 / 585-0,+49 7361-585-150,"Obere Bahnstr. 13, 73431 Aalen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Makino GmbH,www.makino.eu,info@makino.eu,+49 70215030,+49 7021503400,"Kruichling 18, 73230 Kirchheim unter Teck, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAKINO Europe GmbH,www.makino.eu,makino-office@makino.de,+49 7021-5030,+49 7021/503400,"Kruichling 18, 73230 Kirchheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maier,www.maier-werkzeugmaschinen.de,info@maier-machines.de,+49 7426 52860,+49 7426 528650,"Siemensstr. 10, 78564 Wehingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Malvern Panalytical GmbH,www.malvern.de,info@malvern.co.uk,+49 561 57420,+49 561/ 5742 500,"Nürnberger Str. 113, 34123 Kassel, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahltechnik Görgens GmbH,http://www.mahltechnik-goergens.de,info@mahltechnik-goergens.de,+49 2133-24510,+49 213372632,"Norfer Str. 22, 41539 Dormagen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAGTROL SA,www.magtrol.com,magtrol@magtrol.ch,+41 264073000,+41 264073001,"Centre technologique Montena, 1728 ROSSENS / FRIBOURG, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahr GmbH,www.mahr.com,info@mahr.de,+49 551-70730,+49 551-7073-88,"Carl-Mahr-Str. 1, 37073 Göttingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Magnetrol International N.V.,www.magnetrol.com,info@magnetrol.be,+32 52451111,+32 52450993,"Heikensstraat 6, 9240 Zele, Belgien",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mapudo GmbH,www.mapudo.de,N/A,+49 211 176071-51,N/A,"Erkrather Str. 228 d, 40233 Düsseldorf, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
machineering GmbH & Co. KG,www.machineering.de,info@machineering.de,+49 8956820120,N/A,"Landsberger Str. 306, 80687 München, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAGMA Gießereitechnologie GmbH,www.magmasoft.de,info@magmasoft.de,+49 241 889010,+49 241 8890160,"Kackertstr. 16-18, 52072 Aachen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Magnescale Europe GmbH,http://www.mgscale.com,info-eu@mgscale.com,+49 7153-934291,+49 7153/934299,"Antoniusstr. 14, 73249 Wernau, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAG IAS GmbH,www.mag-ias.com,daniela.berger@mag-ias.com,+49 7161-2010,+49 7161-20100-,"Salacher Str. 93, 73054 Eislingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maetrics GmbH,www.maetrics.com,infoeurope@maetrics.com,+41 6515114930,N/A,"Elisabethenanlage 7, 4051 Basel, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Madaula GmbH,www.madaula.com,madaula.de@madaula.com,+49 7254-76236,+49 7254/76034,"Franz-Sigel-Str. 4, 68753 Waghäusel, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAC-TEC,"<a href=""http://www.mac-tec.de"" target=""_blank"">www.mac-tec.de</a>","<a href=""mailto:info@mac-tec.de"">info@mac-tec.de</a>",+49 6747-948001,+49 6747-948002,"Dahlienweg 8, 56281 Emmelshausen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Müller Hydraulik GmbH,www.muellerhydraulik.de,info@muellerhydraulik.de,+49 741-1745750,+49 741174575299,"Albring 29, 78658 Zimmern o.R.(INKOM), Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MacDermid Alpha,www.alphametals.com,N/A,+44 41483758400,+44 1483758410,"Unit 2, GU21 5RW Woking, Vereinigtes Königreich",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
M. Braun Inertgas-Systeme GmbH,www.mbraun.de,s.schleich@mbraun.de,+49 89-32669-0,+49 89/32669-105,"Dieselstr. 31, 85748 Garching, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maag Pump Systems AG,maag.com/de/,welcome@maag.com,+41 442788349,+41 442788319,"Aspstr. 12, 8154 Oberglatt/Zürich, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
m2m Germany GmbH,www.m2mgermany.de,info@m2mgermany.de,+49 6081-587386-0,+49 6081-587386-9,"Am Kappengraben 18, 61273 Wehrheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
m-eXchange AG,www.m-exchange.de,info@m-exchange.de,+49 6101-65 65 820,+49 6101-65 65 821,"Am Sonnenplatz 1, 61118 Bad Vilbel, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
m & h inprocess messtechnik GmbH,www.hexagonmi.com,info@mh-inprocess.com,+49 7529-97330,+49 752997337,"Am Langholz 11, 88289 Waldburg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lütze Transportation GmbH,www.luetze-transportation.com,sales.transportation@luetze.de,+49 7151/6053-545,N/A,"Bruckwiesenstr. 17-19, 71384 Weinstadt, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LuxFlux GmbH,www.luxflux.de,info@luxflux.de,+49 7121 69 63 60-0,N/A,"Gerhard-Kindler-Str. 13, 72770 Reutlingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lutterberg Anlagen- und,www.lutterberg-gmbh.de/,pl@lutterberg-gmbh.com,+49 5144-8928,+49 5144/3662,"Drosselweg 11, 29336 Nienhagen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lutz-Jesco GmbH,www.Lutz-Jesco.com,info@lutz-jesco.com,+49 5130-58020,+49 5130580268,"Am Bostelberge 19, 30900 Wedemark, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ANDREAS LUPOLD HYDROTECHNIK GmbH,lupold.de,lupold@lupold.de,+49 7454-944-0,+49 7454-944-111,"Eythstr. 11, 72189 Vöhringen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lune Prozesstechnik GmbH,www.lune-gmbh.de,info@lune-gmbh.de,+49 2131-94120,+49 2131-45168,"Lörickstr. 13, 41464 Neuss, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LTK Lineartechnik Korb GmbH,www.lineartechnik-korb.com,info@lineartechnik-korb.com,+49 7151-9370025,+49 7151 93700-50,"Düsseldorfer Str. 7, 71332 Waiblingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lünendonk & Hossenfelder GmbH,www.luenendonk.de,info@luenendonk.de,+49 8261 731400,+49 8261 7314066,"Maximilianstr. 40, 87719 Mindelheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maprox AG,www.maprox.ch,info@maprox.ch,+41 434881800,+41 434881808,"Usterstr. 87, 8620 Wetzikon, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LUCOM GmbH,www.lucom.de,info@lucom.de,+49 911-95760600,+49 911-9576020,"Flößaustr. 22 a, 90763 Fürth, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KEBA Industrial Automation,www.keba-lti.com,info@keba.de,+49 6441 9660,+49 6441 966363,"Gewerbestr. 5-9, 35633 Lahnau, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LTG AG,www.ltg.de,info@LTG.de,+49 711-82010,+49 711-8201720,"Grenzstr. 7, 70435 Stuttgart, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LSL GmbH,www.lsl.de,invoice9@mediengruppe-stein.de,+49 341-23089580,+49 3419954255,"Gerichtsweg 28, 04103 Leipzig, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LQ MECHATRONIK-SYSTEME GmbH,www.lq-group.com,info@de.lq-group.com,+49 7143-96830,+49 7143/9683-99,"Carl-Benz-Str. 6, 74354 Besigheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LTC Laser-Dienstleistungen GmbH &,www.ltc.de,ltc-box@ltc.de,+49 7082-92590,+49 7082-925950,"Quellenweg 18, 75331 Engelsbrand, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LPW Reinigungssysteme GmbH,www.lpw-reinigungssysteme.com,info@lpw-reinigungssysteme.de,+49 7123-38040,+49 7123/380419,"Industriestr. 19, 72585 Riederich, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
L-Tris GmbH,l-tris.de,nfo@l-tris.com,+49 89 5020020,+49 89 50200230,"Justus-von-Liebig-Ring 9, 82152 Krailling, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
